"1
දකුනු පලාත","Elpitiya
Lightning","2025.02.26
1","5","","","","","1","","","","",""
"Galle","","","","","","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","",""
"Southern","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","1","5","0","0","0","0","1","0","0","0","0","0"
"","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","1","5","0","0","0","0","1","0","0","0","0","0"
"","Pelmadulla","16","61","","1","","","16","","","","",""
"","Kuruvita","34","156","","","","","34","","","","",""
"","Nivithigala","4","14","","","","","4","","","","",""
"රත්නපුර","Opanayake","1","5","","","","","1","","","","",""
"","High Wind / Heavy","","","","","","","","","","","",""
"2
,uj;jpdGhp","Rathnapura","2025.02.25
5","22","","","","","4","","","","",""
"","Rain","","","","","","","","","","","",""
"Rathnapura","","","","","","","","","","","","",""
"","Ayagama","1","5","","","","","1","","","","",""
"","Elapatha","20","72","","","","","20","","","","",""
"","Eheliyagoda","8","29","","","","","8","","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","",""
"rg;ufKt","Kiriella","75","297","","","","","75","","","","",""
"Sabaragamuwa","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","164","661","0","1","0","0","163","0","0","0","0","0"
"","Bulathkohupitiya
High wind","2025.02.27
1","4","","","","","1","","","","",""
"","Dehiovita
Lightning","2025.02.25
6","30","","","","","6","","","","",""
"කෑගල්ල","","","","","","","","","","","","",""
"3
Nffhiy","Ruwanwella
Tree Fallen","2025.02.25
1","4","","","","","1","","","","",""
"Kegalle","","","","","","","","","","","","",""
"","Yatiyanthota
Tree Fallen","2025.02.25
1","6","","","","","1","","","","",""
"","Deraniyagala
Tree Fallen","2025.02.26
1","4","","","","","1","","","","",""
"","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","10","48","0","0","0","0","10","0","0","0","0","0"
"","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","174","709","0","1","0","0","173","0","0","0","0","0"
